code,title,slug,description,qualification,career,institution,duration_years,career_code
KU-4133,BACHELOR OF SCIENCE (HEALTH RECORDS & INFORMATION MGT.),bachelor-of-science-health-records-information-mgt-ku,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Health Records & Information Mgt.), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Health Records & Information Mgt.),KENYATTA UNIVERSITY,4,CAR-192
JKUAT-4134,BACHELOR OF SCIENCE HEALTH INFORMATION MANAGEMENT AND INFORMATICS,bachelor-of-science-health-information-management-and-informatics-jkuat,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science Health Information Management And Informatics, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Health Information Management And Informatics,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,4,CAR-126
MSU-4141,"BACHELOR OF SCIENCE (HEALTH RECORDS AND INFORMATION MANAGEMENT, WITH IT)",bachelor-of-science-health-records-and-information-management-with-it-msu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Health Records And Information Management, With It), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,"Expert in (Health Records And Information Management, With It)",MASENO UNIVERSITY,4,CAR-101
MMUOS-4148,BACHELOR OF SCIENCE IN GLOBAL HEALTH AND TRAVEL MEDICINE,bachelor-of-science-in-global-health-and-travel-medicine-mmuos,"A rigorous 6-year program leading to a degree qualification in Bachelor Of Science In Global Health And Travel Medicine, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Global Health And Travel Medicine,MASINDE MULIRO UNIVERSITY OF SCIENCE AND TECHNOLOGY,6,CAR-124
TUM-4155,BACHELOR OF SCIENCE IN MARITIME MANAGEMENT (COMMERCIAL),bachelor-of-science-in-maritime-management-commercial-tum,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science In Maritime Management (Commercial), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Maritime Management (Commercial),TECHNICAL UNIVERSITY OF MOMBASA,4,CAR-101
PU-4160,BACHELOR OF MARITIME STUDIES,bachelor-of-maritime-studies-pu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Maritime Studies, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Maritime Studies,PWANI UNIVERSITY,4,CAR-101
CUK-4163,BACHELOR OF SCIENCE (DISASTER RISK MANAGEMENT AND SUSTAINABLE DEVELOPMENT),bachelor-of-science-disaster-risk-management-and-sustainable-development-cuk,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Disaster Risk Management And Sustainable Development), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Disaster Risk Management And Sustainable Development),THE CO-OPERATIVE UNIVERSITY OF KENYA,4,CAR-126
TUC-4169,BACHELOR OF SCIENCE (DISASTER MANAGEMENT AND SUSTAINABLE DEVELOPMENT),bachelor-of-science-disaster-management-and-sustainable-development-tuc,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Disaster Management And Sustainable Development), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Disaster Management And Sustainable Development),TURKANA UNIVERSITY COLLEGE,4,CAR-126
GU-4172,BACHELOR OF ARTS (POLITICAL SCIENCE AND PUBLIC ADMINISTRATION),bachelor-of-arts-political-science-and-public-administration-gu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Arts (Political Science And Public Administration), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Political Science And Public Administration),GARISSA UNIVERSITY,4,CAR-101
KSU-4178,BACHELOR OF ARTS (PUBLIC ADMINISTRATION AND POLITICAL SCIENCE),bachelor-of-arts-public-administration-and-political-science-ksu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Arts (Public Administration And Political Science), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Public Administration And Political Science),KISII UNIVERSITY,4,CAR-101
UON-4185,BACHELOR OF POLITICAL SCIENCE AND PUBLIC ADMINISTRATION,bachelor-of-political-science-and-public-administration-uon,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Political Science And Public Administration, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Political Science And Public Administration,UNIVERSITY OF NAIROBI,4,CAR-101
ZU-4186,BACHELOR OF ARTS IN POLITICAL SCIENCE WITH TECHNOLOGY,bachelor-of-arts-in-political-science-with-technology-zu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Arts In Political Science With Technology, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Political Science With Technology,ZETECH UNIVERSITY,4,CAR-101
KU-4190,BACHELOR OF ARTS IN POLITICAL SCIENCE AND PUBLIC ADMINISTRATION,bachelor-of-arts-in-political-science-and-public-administration-ku,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Arts In Political Science And Public Administration, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Political Science And Public Administration,KARATINA UNIVERSITY,4,CAR-101
MMU-4196,BACHELOR OF ARTS (POLITICAL SCIENCE & PUBLIC ADMINISTRATION),bachelor-of-arts-political-science-public-administration-mmu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Arts (Political Science & Public Administration), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Political Science & Public Administration),MAASAI MARA UNIVERSITY,4,CAR-101
JOOUS-4209,BACHELOR OF SCIENCE(BUSINESS INFORMATION SYSTEMS),bachelor-of-sciencebusiness-information-systems-joous,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science(Business Information Systems), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Business Information Systems),JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,4,CAR-101
KU-4215,BACHELOR OF SCIENCE CLINICAL MEDICINE,bachelor-of-science-clinical-medicine-ku,"A rigorous 6-year program leading to a degree qualification in Bachelor Of Science Clinical Medicine, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Clinical Medicine,KABARAK UNIVERSITY,6,CAR-124
KSU-4222,BACHELOR OF SCIENCE IN CLINICAL MEDICINE AND COMMUNITY HEALTH,bachelor-of-science-in-clinical-medicine-and-community-health-ksu,"A rigorous 6-year program leading to a degree qualification in Bachelor Of Science In Clinical Medicine And Community Health, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Clinical Medicine And Community Health,KISII UNIVERSITY,6,CAR-101
MMUOS-4227,BACHELOR OF SCIENCE IN CLINICAL MEDICINE AND COMMUNITY HEALTH,bachelor-of-science-in-clinical-medicine-and-community-health-mmuos,"A rigorous 6-year program leading to a degree qualification in Bachelor Of Science In Clinical Medicine And Community Health, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Clinical Medicine And Community Health,MASINDE MULIRO UNIVERSITY OF SCIENCE AND TECHNOLOGY,6,CAR-101
MUT-4229,BACHELOR OF SCIENCE IN CLINICAL MEDICINE,bachelor-of-science-in-clinical-medicine-mut,"A rigorous 6-year program leading to a degree qualification in Bachelor Of Science In Clinical Medicine, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Clinical Medicine,MURANG'A UNIVERSITY OF TECHNOLOGY,6,CAR-124
KU-4230,BACHELOR OF SCIENCE IN CLINICAL MEDICINE,bachelor-of-science-in-clinical-medicine-ku,"A rigorous 6-year program leading to a degree qualification in Bachelor Of Science In Clinical Medicine, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Clinical Medicine,KARATINA UNIVERSITY,6,CAR-124
GLUOK-4231,BACHELOR OF SCIENCE CLINICAL MEDICINE AND COMMUNITY HEALTH,bachelor-of-science-clinical-medicine-and-community-health-gluok,"A rigorous 6-year program leading to a degree qualification in Bachelor Of Science Clinical Medicine And Community Health, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Clinical Medicine And Community Health,GREAT LAKES UNIVERSITY OF KISUMU,6,CAR-101
MKU-4237,BACHELOR OF SCIENCE IN CLINICAL MEDICINE AND COMMUNITY HEALTH,bachelor-of-science-in-clinical-medicine-and-community-health-mku,"A rigorous 6-year program leading to a degree qualification in Bachelor Of Science In Clinical Medicine And Community Health, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Clinical Medicine And Community Health,MOUNT KENYA UNIVERSITY,6,CAR-101
TUM-4243,BACHELOR OF SCIENCE IN MARINE RESOURCE MANAGEMENT,bachelor-of-science-in-marine-resource-management-tum,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science In Marine Resource Management, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Marine Resource Management,TECHNICAL UNIVERSITY OF MOMBASA,4,CAR-126
PU-4249,BACHELOR OF SCIENCE (MARINE BIOLOGY & FISHERIES),bachelor-of-science-marine-biology-fisheries-pu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Marine Biology & Fisheries), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Marine Biology & Fisheries),PWANI UNIVERSITY,4,CAR-165
KU-4255,BACHELOR OF SCIENCE (COASTAL & MARINE RESOURCE MANAGEMENT,bachelor-of-science-coastal-marine-resource-management-ku,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Coastal & Marine Resource Management, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Coastal & Marine Resource Management,KENYATTA UNIVERSITY,4,CAR-126
KU-4267,BACHELOR OF SCIENCE (FORENSIC SCIENCE),bachelor-of-science-forensic-science-ku,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Forensic Science), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Forensic Science),KENYATTA UNIVERSITY,4,CAR-193
KSU-4268,BACHELOR OF SCIENCE ( ENVIRONMENTAL CHEMISTRY),bachelor-of-science-environmental-chemistry-ksu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science ( Environmental Chemistry), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in ( Environmental Chemistry),KISII UNIVERSITY,4,CAR-143
KSU-4274,BACHELOR OF SCIENCE (PETROLEUM CHEMISTRY),bachelor-of-science-petroleum-chemistry-ksu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Petroleum Chemistry), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Petroleum Chemistry),KISII UNIVERSITY,4,CAR-169
TUM-4280,BACHELOR OF SCIENCE IN MATHEMATICS AND FINANCE,bachelor-of-science-in-mathematics-and-finance-tum,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science In Mathematics And Finance, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Mathematics And Finance,TECHNICAL UNIVERSITY OF MOMBASA,4,CAR-189
RU-4286,BACHELOR OF SCIENCE (AGRIBUSINESS),bachelor-of-science-agribusiness-ru,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Agribusiness), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Agribusiness),RONGO UNIVERSITY,4,CAR-126
MMUOS-4292,"BACHELOR OF SCIENCE (MATHEMATICS & ECONOMICS, WITH IT",bachelor-of-science-mathematics-economics-with-it-mmuos,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Mathematics & Economics, With It, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,"Expert in (Mathematics & Economics, With It",MASINDE MULIRO UNIVERSITY OF SCIENCE AND TECHNOLOGY,4,CAR-132
KU-4298,BACHELOR OF SCIENCE IN ECONOMICS AND MATHEMATICS,bachelor-of-science-in-economics-and-mathematics-ku,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science In Economics And Mathematics, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Economics And Mathematics,KABARAK UNIVERSITY,4,CAR-132
CHUKA-4304,BACHELOR OF ARTS IN MATHEMATICS AND ECONOMICS,bachelor-of-arts-in-mathematics-and-economics-chuka,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Arts In Mathematics And Economics, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Mathematics And Economics,CHUKA UNIVERSITY,4,CAR-132
MUT-4310,BACHELOR OF SCIENCE (MATHEMATICS AND ECONOMICS),bachelor-of-science-mathematics-and-economics-mut,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Mathematics And Economics), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Mathematics And Economics),MURANG'A UNIVERSITY OF TECHNOLOGY,4,CAR-132
MMUOS-4316,BACHELOR OF SCIENCE IN MEDICAL BIOTECHNOLOGY,bachelor-of-science-in-medical-biotechnology-mmuos,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science In Medical Biotechnology, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Medical Biotechnology,MASINDE MULIRO UNIVERSITY OF SCIENCE AND TECHNOLOGY,4,CAR-107
MSU-4322,"BACHELOR OF SCIENCE (MEDICAL BIOTECHNOLOGY, WITH IT)",bachelor-of-science-medical-biotechnology-with-it-msu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Medical Biotechnology, With It), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,"Expert in (Medical Biotechnology, With It)",MASENO UNIVERSITY,4,CAR-101
JOOUS-4328,BACHELOR OF SCIENCE (AGRICULTURAL BIOTECHNOLOGY),bachelor-of-science-agricultural-biotechnology-joous,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Agricultural Biotechnology), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Agricultural Biotechnology),JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,4,CAR-117
MMUOS-4329,BACHELOR OF SCIENCE (AGRICULTURE AND BIOTECHNOLOGY),bachelor-of-science-agriculture-and-biotechnology-mmuos,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Agriculture And Biotechnology), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Agriculture And Biotechnology),MASINDE MULIRO UNIVERSITY OF SCIENCE AND TECHNOLOGY,4,CAR-117
MU-4335,BACHELOR OF SCIENCE (AGRICULTURAL BIOTECHNOLOGY),bachelor-of-science-agricultural-biotechnology-mu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Agricultural Biotechnology), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Agricultural Biotechnology),MOI UNIVERSITY,4,CAR-117
MMUOS-4346,BACHELOR OF CONFLICT RESOLUTION AND HUMANITAIRAN ASSISTANCE,bachelor-of-conflict-resolution-and-humanitairan-assistance-mmuos,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Conflict Resolution And Humanitairan Assistance, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Conflict Resolution And Humanitairan Assistance,MASINDE MULIRO UNIVERSITY OF SCIENCE AND TECHNOLOGY,4,CAR-101
TUC-4352,BACHELOR OF SCIENCE IN  CONFLICT RESOLUTION AND HUMANITARIAN ASSISTANCE,bachelor-of-science-in-conflict-resolution-and-humanitarian-assistance-tuc,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science In  Conflict Resolution And Humanitarian Assistance, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Conflict Resolution And Humanitarian Assistance,TURKANA UNIVERSITY COLLEGE,4,CAR-101
MMUOS-4353,BACHELOR OF SCIENCE (OPTOMETRY AND VISION SCIENCES),bachelor-of-science-optometry-and-vision-sciences-mmuos,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Optometry And Vision Sciences), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Optometry And Vision Sciences),MASINDE MULIRO UNIVERSITY OF SCIENCE AND TECHNOLOGY,4,CAR-194
CUK-4360,BACHELOR OF CO-OPERATIVE BUSINESS,bachelor-of-co-operative-business-cuk,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Co-Operative Business, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Co-Operative Business,THE CO-OPERATIVE UNIVERSITY OF KENYA,4,CAR-126
MMUOS-4366,BACHELOR OF SCIENCE (CIVIL AND STRUCTURAL ENGINEERING),bachelor-of-science-civil-and-structural-engineering-mmuos,"A rigorous 5-year program leading to a degree qualification in Bachelor Of Science (Civil And Structural Engineering), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Civil And Structural Engineering),MASINDE MULIRO UNIVERSITY OF SCIENCE AND TECHNOLOGY,5,CAR-110
MU-4373,BACHELOR OF ENGINEERING (CIVIL AND STRUCTURAL ENGINEERING),bachelor-of-engineering-civil-and-structural-engineering-mu,"A rigorous 5-year program leading to a degree qualification in Bachelor Of Engineering (Civil And Structural Engineering), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Engineering (Civil And Structural Engineering),MOI UNIVERSITY,5,CAR-110
UOE-4380,BACHELOR OF ENGINEERING (CIVIL & STRUCTURAL ENGINEERING),bachelor-of-engineering-civil-structural-engineering-uoe,"A rigorous 5-year program leading to a degree qualification in Bachelor Of Engineering (Civil & Structural Engineering), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Engineering (Civil & Structural Engineering),UNIVERSITY OF ELDORET,5,CAR-110
PACU-4387,BACHELOR OF ARTS IN COMMUNICATION,bachelor-of-arts-in-communication-pacu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Arts In Communication, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Communication,PAN AFRICA CHRISTIAN UNIVERSITY,4,CAR-100
RU-4393,"BACHELOR OF ARTS (LINGUISTICS, MEDIA AND COMMUNICATION)",bachelor-of-arts-linguistics-media-and-communication-ru,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Arts (Linguistics, Media And Communication), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,"Expert in (Linguistics, Media And Communication)",RONGO UNIVERSITY,4,CAR-142
MUT-4399,BACHELOR OF LINGUISTICS AND COMMUNICATION STUDIES,bachelor-of-linguistics-and-communication-studies-mut,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Linguistics And Communication Studies, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Linguistics And Communication Studies,MURANG'A UNIVERSITY OF TECHNOLOGY,4,CAR-100
MSU-4405,"BACHELOR OF ARTS (LANGUAGE AND COMMUNICATION, WITH IT)",bachelor-of-arts-language-and-communication-with-it-msu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Arts (Language And Communication, With It), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,"Expert in (Language And Communication, With It)",MASENO UNIVERSITY,4,CAR-101
EU-4411,BACHELOR OF ARTS IN HISTORY & INTERNATIONAL STUDIES,bachelor-of-arts-in-history-international-studies-eu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Arts In History & International Studies, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in History & International Studies,EGERTON UNIVERSITY,4,CAR-100
JOOUS-4418,BACHELOR OF SCIENCE (RENEWABLE ENERGY TECHNOLOGY AND MANAGEMENT),bachelor-of-science-renewable-energy-technology-and-management-joous,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Renewable Energy Technology And Management), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Renewable Energy Technology And Management),JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,4,CAR-126
MMUOS-4424,BACHELOR OF SCIENCE IN EPIDEMIOLOGY AND BIOSTATISTICS,bachelor-of-science-in-epidemiology-and-biostatistics-mmuos,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science In Epidemiology And Biostatistics, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Epidemiology And Biostatistics,MASINDE MULIRO UNIVERSITY OF SCIENCE AND TECHNOLOGY,4,CAR-106
MMUOS-4434,BACHELOR OF DISASTER MANAGEMENT & INTERNATIONAL DIPLOMACY,bachelor-of-disaster-management-international-diplomacy-mmuos,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Disaster Management & International Diplomacy, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Disaster Management & International Diplomacy,MASINDE MULIRO UNIVERSITY OF SCIENCE AND TECHNOLOGY,4,CAR-126
RU-4440,BACHELOR OF ARTS (ECONOMICS),bachelor-of-arts-economics-ru,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Arts (Economics), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Economics),RONGO UNIVERSITY,4,CAR-132
GU-4446,BACHELOR OF ARTS IN ECONOMICS,bachelor-of-arts-in-economics-gu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Arts In Economics, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Economics,GARISSA UNIVERSITY,4,CAR-132
KCA-4452,BACHELOR OF ARTS IN ECONOMICS AND BUSINESS STUDIES,bachelor-of-arts-in-economics-and-business-studies-kca,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Arts In Economics And Business Studies, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Economics And Business Studies,KCA UNIVERSITY,4,CAR-132
TMU-4458,"BACHELOR OF ARTS (ECONOMICS, WITH IT)",bachelor-of-arts-economics-with-it-tmu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Arts (Economics, With It), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,"Expert in (Economics, With It)",TOM MBOYA UNIVERSITY,4,CAR-132
KCA-4464,BACHELOR OF SCIENCE IN INTERNATIONAL BUSINESS MANAGEMENT,bachelor-of-science-in-international-business-management-kca,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science In International Business Management, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in International Business Management,KCA UNIVERSITY,4,CAR-126
KSU-4470,BACHELOR OF BUSINESS INFORMATION AND MANAGEMENT,bachelor-of-business-information-and-management-ksu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Business Information And Management, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Business Information And Management,KISII UNIVERSITY,4,CAR-126
CUK-4477,BACHELOR OF SCIENCE IN ACCOUNTING,bachelor-of-science-in-accounting-cuk,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science In Accounting, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Accounting,THE CO-OPERATIVE UNIVERSITY OF KENYA,4,CAR-129
MSU-4489,"BACHELOR OF SCIENCE (ACCOUNTING & FINANCE, WITH IT)",bachelor-of-science-accounting-finance-with-it-msu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Accounting & Finance, With It), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,"Expert in (Accounting & Finance, With It)",MASENO UNIVERSITY,4,CAR-129
KMU-4498,BACHELOR OF SCIENCE IN HEALTH SYSTEMS MANAGEMENT,bachelor-of-science-in-health-systems-management-kmu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science In Health Systems Management, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Health Systems Management,KENYA METHODIST UNIVERSITY,4,CAR-126
AIU-4502,BACHELOR OF SCIENCE IN HEALTH SYSTEMS MANAGEMENT AND DEVELOPMENT,bachelor-of-science-in-health-systems-management-and-development-aiu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science In Health Systems Management And Development, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Health Systems Management And Development,AMREF INTERNATIONAL UNIVERSITY,4,CAR-126
SPU-4506,BACHELOR OF SCIENCE IN HEALTH SYSTEMS MANAGEMENT AND ECONOMICS,bachelor-of-science-in-health-systems-management-and-economics-spu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science In Health Systems Management And Economics, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Health Systems Management And Economics,ST. PAUL'S UNIVERSITY,4,CAR-132
ANU-4511,BACHELOR OF ARTS IN PEACE STUDIES AND CONFLICT RESOLUTION,bachelor-of-arts-in-peace-studies-and-conflict-resolution-anu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Arts In Peace Studies And Conflict Resolution, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Peace Studies And Conflict Resolution,AFRICA NAZARENE UNIVERSITY,4,CAR-100
GU-4517,BACHELOR OF EDUCATION (EARLY CHILDHOOD AND PRIMARY EDUCATION),bachelor-of-education-early-childhood-and-primary-education-gu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Education (Early Childhood And Primary Education), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Education (Early Childhood And Primary Education),GARISSA UNIVERSITY,4,CAR-128
CHUKA-4523,BACHELOR OF EDUCATION (EARLY CHILDHOOD DEVELOPMENT EDUCATION),bachelor-of-education-early-childhood-development-education-chuka,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Education (Early Childhood Development Education), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Education (Early Childhood Development Education),CHUKA UNIVERSITY,4,CAR-128
UOE-4530,BACHELOR OF EDUCATION (EARLY CHILDHOOD & PRIMARY EDUCATION),bachelor-of-education-early-childhood-primary-education-uoe,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Education (Early Childhood & Primary Education), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Education (Early Childhood & Primary Education),UNIVERSITY OF ELDORET,4,CAR-128
KMU-4533,BACHELOR OF SCIENCE IN TRAVEL AND TOURISM MANAGEMENT,bachelor-of-science-in-travel-and-tourism-management-kmu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science In Travel And Tourism Management, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Travel And Tourism Management,KENYA METHODIST UNIVERSITY,4,CAR-137
CUK-4538,BACHELOR OF TOURISM AND TRAVEL MANAGEMENT,bachelor-of-tourism-and-travel-management-cuk,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Tourism And Travel Management, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Tourism And Travel Management,THE CO-OPERATIVE UNIVERSITY OF KENYA,4,CAR-137
MKU-4545,BACHELOR OF SCIENCE IN TRAVEL AND TOURISM MANAGEMENT,bachelor-of-science-in-travel-and-tourism-management-mku,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science In Travel And Tourism Management, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Travel And Tourism Management,MOUNT KENYA UNIVERSITY,4,CAR-137
EU-4547,BACHELOR OF SCIENCE IN ANIMAL HEALTH MANAGEMENT,bachelor-of-science-in-animal-health-management-eu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science In Animal Health Management, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Animal Health Management,EGERTON UNIVERSITY,4,CAR-165
TUM-4554,BACHELOR OF SCIENCE (MEDICAL ENGINEERING),bachelor-of-science-medical-engineering-tum,"A rigorous 5-year program leading to a degree qualification in Bachelor Of Science (Medical Engineering), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Medical Engineering),TECHNICAL UNIVERSITY OF MOMBASA,5,CAR-195
